City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Phuket,TH,2023-03-14 15:46:30,8.0,98.25,82.62,65,20,17.27
295,Madera,US,2023-03-14 15:46:31,37.1666,-119.8343,54.23,96,100,12.64
296,Bambanglipuro,ID,2023-03-14 15:46:31,-7.95,110.2833,76.35,81,88,4.41
297,Hobyo,SO,2023-03-14 15:46:32,5.3505,48.5268,81.84,75,99,12.71
298,Kalabo,ZM,2023-03-14 15:46:32,-14.97,22.6814,80.56,55,100,3.87
299,Salalah,OM,2023-03-14 15:46:33,17.0151,54.0924,80.69,65,0,4.61
300,Easton,US,2023-03-14 15:43:59,40.6884,-75.2207,35.4,72,100,17.0
301,Glomfjord,NO,2023-03-14 15:46:33,66.8167,13.9667,15.82,90,18,1.88
302,Saryg-Sep,RU,2023-03-14 15:46:34,51.5,95.6,5.65,97,77,2.57
303,Vagur,FO,2023-03-14 15:46:34,61.4732,-6.8119,32.81,78,100,43.2
304,Semnan,IR,2023-03-14 15:46:34,35.5729,53.3971,58.48,61,100,5.77
305,Wanlaweyn,SO,2023-03-14 15:46:35,2.6185,44.8938,83.84,62,83,19.28
306,Voh,NC,2023-03-14 15:46:36,-20.9667,164.7,77.38,77,80,5.17
307,Gamba,GA,2023-03-14 15:46:36,-2.65,10.0,82.63,72,96,7.36
308,Margate,GB,2023-03-14 15:46:37,51.3813,1.3862,49.89,62,70,5.99
309,Itoman,JP,2023-03-14 15:46:37,26.1247,127.6694,66.97,84,40,3.44
310,Wuwei,CN,2023-03-14 15:46:38,37.9281,102.6414,41.02,48,100,5.12
311,Nadvoitsy,RU,2023-03-14 15:46:38,63.8667,34.3167,36.05,99,100,14.76
312,Coihaique,CL,2023-03-14 15:46:39,-45.5752,-72.0662,58.95,82,75,2.3
313,Banda Aceh,ID,2023-03-14 15:46:39,5.5577,95.3222,77.99,78,76,8.01
314,Batagay-Alyta,RU,2023-03-14 15:46:39,67.8006,130.4114,-21.5,76,2,6.26
315,Kavaratti,IN,2023-03-14 15:46:40,10.5669,72.642,82.6,69,0,3.53
316,Svetlogorsk,BY,2023-03-14 15:46:40,52.6333,29.7333,45.28,60,98,19.89
317,Nabire,ID,2023-03-14 15:46:41,-3.3667,135.4833,74.8,95,100,4.27
318,Vostok,RU,2023-03-14 15:46:41,46.4856,135.8833,15.24,94,96,5.28
319,Canto Do Buriti,BR,2023-03-14 15:46:41,-8.11,-42.9444,85.66,65,60,2.59
320,Henties Bay,NA,2023-03-14 15:46:42,-22.116,14.2845,66.61,74,28,13.02
321,Bollene,FR,2023-03-14 15:46:42,44.2848,4.753,60.8,44,40,18.41
322,Helong,CN,2023-03-14 15:46:43,42.5397,128.9972,30.06,88,82,2.48
323,Latung,PH,2023-03-14 15:46:43,5.5,120.8833,80.71,76,90,7.31
324,The Valley,AI,2023-03-14 15:46:43,18.217,-63.0578,82.26,74,40,12.66
325,Maragogi,BR,2023-03-14 15:42:53,-9.0122,-35.2225,84.22,58,100,10.16
326,Makakilo City,US,2023-03-14 15:46:44,21.3469,-158.0858,75.52,93,40,10.36
327,Igarka,RU,2023-03-14 15:46:44,67.4667,86.5833,32.02,93,100,25.43
328,Turochak,RU,2023-03-14 15:46:45,52.2576,87.1224,29.71,99,94,1.99
329,Chuy,UY,2023-03-14 15:46:45,-33.6971,-53.4616,87.69,53,9,9.93
330,Geraldton,AU,2023-03-14 15:46:46,-28.7667,114.6,68.41,88,1,9.22
331,Flin Flon,CA,2023-03-14 15:46:46,54.7682,-101.865,15.64,86,100,9.22
332,Sitka,US,2023-03-14 15:46:47,57.0531,-135.33,31.89,59,20,11.5
333,Merauke,ID,2023-03-14 15:46:47,-8.4667,140.3333,78.93,85,100,7.54
334,Havre,FR,2023-03-14 15:46:47,49.5833,0.3333,49.19,71,40,13.8
335,Nanortalik,GL,2023-03-14 15:46:48,60.1432,-45.2371,28.29,72,50,4.52
336,Gouyave,GD,2023-03-14 15:46:48,12.1646,-61.7296,84.97,62,20,17.27
337,High Level,CA,2023-03-14 15:45:14,58.5169,-117.136,6.91,92,100,6.91
338,Lukovetskiy,RU,2023-03-14 15:46:48,64.2956,41.9211,28.72,96,100,12.33
339,Neepawa,CA,2023-03-14 15:46:49,50.2289,-99.4664,12.6,88,79,13.8
340,Raahe,FI,2023-03-14 15:46:49,64.6833,24.4833,28.49,94,99,10.16
341,Akdepe,TM,2023-03-14 15:46:49,42.0551,59.3788,68.09,32,1,4.23
342,Cam Ranh,VN,2023-03-14 15:46:50,11.9214,109.1591,75.16,73,20,8.05
343,Bahia Honda,CU,2023-03-14 15:46:50,22.9036,-83.1592,83.61,59,29,3.36
344,Sobolevo,RU,2023-03-14 15:46:50,54.4299,31.8996,37.87,81,99,21.12
345,Atasu,KZ,2023-03-14 15:46:51,48.6814,71.6433,18.41,87,15,3.8
346,Onverwacht,SR,2023-03-14 15:46:51,5.5833,-55.1833,85.86,70,40,9.22
347,Powell River,CA,2023-03-14 15:46:52,49.8496,-124.5361,41.18,93,75,8.05
348,Tanta,EG,2023-03-14 15:46:52,30.7885,31.0019,59.59,56,72,14.5
349,Ekhabi,RU,2023-03-14 15:46:52,53.5102,142.9671,13.89,92,7,9.48
350,Cabo San Lucas,MX,2023-03-14 15:45:22,22.8909,-109.9124,78.51,40,0,2.3
351,Saint-Francois,FR,2023-03-14 15:46:53,46.4154,3.9054,51.24,54,0,11.5
352,Semirom,IR,2023-03-14 15:46:53,31.4167,51.5667,48.42,57,62,1.88
353,Ierapetra,GR,2023-03-14 15:46:53,35.01,25.7353,59.14,53,11,15.01
354,Kahului,US,2023-03-14 15:43:35,20.8947,-156.47,76.84,89,0,14.97
355,Nevel,RU,2023-03-14 15:46:54,56.0209,29.9284,37.54,100,100,13.11
356,San Rafael Del Sur,NI,2023-03-14 15:46:54,11.8485,-86.4384,83.37,64,83,3.8
357,Inuvik,CA,2023-03-14 15:45:07,68.3499,-133.7218,-20.99,76,40,0.0
358,Hibbing,US,2023-03-14 15:42:54,47.4272,-92.9377,23.58,62,0,6.91
359,Thakurgaon,BD,2023-03-14 15:46:55,26.0333,88.4667,79.29,22,11,7.16
360,Yuanping,CN,2023-03-14 15:46:55,38.7153,112.7575,36.52,16,55,10.13
361,Moshny,UA,2023-03-14 15:46:55,49.5147,31.7476,47.16,36,100,14.58
362,Halifax,CA,2023-03-14 15:46:56,44.6453,-63.5724,37.69,79,100,23.02
363,Joshimath,IN,2023-03-14 15:46:56,30.5667,79.5667,48.07,71,82,5.73
364,Bridlington,GB,2023-03-14 15:42:06,54.0831,-0.1919,43.9,66,94,19.35
365,Seoul,KR,2023-03-14 15:46:29,37.5683,126.9778,40.57,76,0,5.75
366,Erenhot,CN,2023-03-14 15:46:57,43.6475,111.9767,20.7,25,34,14.0
367,Ambilobe,MG,2023-03-14 15:46:57,-13.2,49.05,74.5,92,100,1.9
368,Nsanje,MW,2023-03-14 15:46:57,-16.92,35.262,67.23,99,100,5.79
369,Comodoro Rivadavia,AR,2023-03-14 15:45:21,-45.8667,-67.5,73.26,25,0,20.71
370,Mandalgovi,MN,2023-03-14 15:46:58,45.7625,106.2708,12.54,38,0,3.98
371,Hambantota,LK,2023-03-14 15:46:58,6.1241,81.1185,77.34,100,75,0.0
372,Ambanja,MG,2023-03-14 15:46:59,-13.6833,48.45,78.73,90,100,1.3
373,Saint-Pierre,RE,2023-03-14 15:47:00,-21.3393,55.4781,78.91,69,0,24.16
374,Lagoa,PT,2023-03-14 15:47:00,39.05,-27.9833,62.17,90,100,27.22
375,Verkhnyaya Balkariya,RU,2023-03-14 15:47:00,43.1279,43.4573,31.12,84,100,5.91
376,Agirish,RU,2023-03-14 15:47:00,61.9247,63.0231,19.15,88,58,9.04
377,Filadelfia,US,2023-03-14 15:45:02,39.9523,-75.1638,40.87,75,100,25.32
378,Yumen,CN,2023-03-14 15:47:01,40.2833,97.2,39.09,42,100,12.53
379,Mehamn,NO,2023-03-14 15:47:02,71.0357,27.8492,21.11,93,75,6.91
380,Calatrava,PH,2023-03-14 15:47:02,10.595,123.4838,77.22,85,100,9.31
381,San Quintin,MX,2023-03-14 15:47:03,30.4833,-115.95,61.79,73,36,4.05
382,College,US,2023-03-14 15:42:46,64.8569,-147.8028,-11.25,70,40,6.91
383,Weatherford,US,2023-03-14 15:46:57,32.7593,-97.7972,52.3,52,55,5.99
384,Talakan,RU,2023-03-14 15:47:04,50.3167,130.3667,9.77,91,70,4.92
385,Sharan,RU,2023-03-14 15:47:04,54.8167,54.0,21.04,92,18,7.56
386,Saint Anthony,US,2023-03-14 15:47:05,45.0205,-93.218,26.76,58,0,13.8
387,Hami,CN,2023-03-14 15:47:05,42.8,93.45,49.37,41,100,3.91
388,Cap-Aux-Meules,CA,2023-03-14 15:47:05,47.3821,-61.8597,32.05,80,40,8.05
389,Silver City,US,2023-03-14 15:47:06,32.7701,-108.2803,52.66,41,0,1.99
390,Weilmunster,DE,2023-03-14 15:47:07,50.4333,8.3667,45.46,95,100,8.25
391,Rocha,UY,2023-03-14 15:43:26,-34.4833,-54.3333,93.96,36,1,7.56
392,Taos,US,2023-03-14 15:47:07,36.4072,-105.5731,37.26,81,0,4.61
393,Mayskiy,RU,2023-03-14 15:47:08,47.6931,40.1025,45.81,45,3,14.83
394,Mangrol,IN,2023-03-14 15:47:08,21.1167,70.1167,78.93,66,100,7.81
395,Berbera,SO,2023-03-14 15:47:09,10.4396,45.0143,79.65,78,35,9.48
396,Boquira,BR,2023-03-14 15:47:09,-12.8231,-42.7306,91.78,35,69,4.61
397,Cabedelo,BR,2023-03-14 15:47:10,-6.9811,-34.8339,88.47,61,100,13.04
398,Sorong,ID,2023-03-14 15:47:10,-0.8833,131.25,78.94,83,100,3.89
399,Iranshahr,IR,2023-03-14 15:47:11,27.2025,60.6848,73.74,43,0,6.91
400,Camden,US,2023-03-14 15:47:11,39.7835,-74.9663,39.74,73,95,8.99
401,Ewa Beach,US,2023-03-14 15:47:12,21.3156,-158.0072,76.95,92,40,10.36
402,Abu Dhabi,AE,2023-03-14 15:43:13,24.4667,54.3667,80.94,65,0,9.22
403,Aksay,RU,2023-03-14 15:47:13,47.26,39.87,48.25,34,27,15.01
404,Bathsheba,BB,2023-03-14 15:47:13,13.2167,-59.5167,86.61,58,75,19.57
405,Kibaya,TZ,2023-03-14 15:47:14,-5.3,36.5667,68.49,58,100,3.71
406,Verkhoturye,RU,2023-03-14 15:47:14,58.8627,60.8054,22.6,83,5,7.99
407,Liberal,US,2023-03-14 15:44:38,37.0431,-100.921,43.84,65,0,20.71
408,Aykhal,RU,2023-03-14 15:47:15,66.0,111.5,-8.9,100,98,5.06
409,Vanersborg,SE,2023-03-14 15:47:15,58.3807,12.3234,37.9,65,75,10.36
410,Chojnice,PL,2023-03-14 15:47:16,53.6955,17.557,50.54,79,98,14.09
411,Bemidji,US,2023-03-14 15:44:47,47.4736,-94.8803,25.56,66,0,18.41
412,Rivadavia,AR,2023-03-14 15:46:36,-33.1905,-68.4608,80.94,54,40,9.62
413,Jiayuguan,CN,2023-03-14 15:47:17,39.8167,98.3,36.81,43,100,7.0
414,Tabuk,PH,2023-03-14 15:47:17,17.4189,121.4443,69.67,89,60,0.58
415,Saint-Joseph,RE,2023-03-14 15:47:18,-21.3667,55.6167,77.38,77,63,14.12
416,Broome,US,2023-03-14 15:47:18,42.2506,-75.833,30.29,88,100,16.11
417,Pangnirtung,CA,2023-03-14 15:47:18,66.1451,-65.7125,5.0,85,75,5.75
418,Oussouye,SN,2023-03-14 15:47:19,12.485,-16.5469,102.38,32,0,11.97
419,Mokhsogollokh,RU,2023-03-14 15:47:20,61.4681,128.9203,13.3,94,100,13.27
420,Samarai,PG,2023-03-14 15:47:20,-10.6167,150.6667,80.42,80,57,2.24
421,Dargaville,NZ,2023-03-14 15:47:21,-35.9333,173.8833,54.48,85,100,2.06
422,Nelson Bay,AU,2023-03-14 15:43:20,-32.7167,152.15,70.0,98,69,4.0
423,Ascension,US,2023-03-14 15:45:36,30.2169,-90.9001,55.0,54,0,4.61
424,Manzhouli,CN,2023-03-14 15:47:22,49.6,117.4333,15.87,94,100,9.1
425,Ler,SS,2023-03-14 15:47:22,8.3018,30.1418,90.77,34,81,7.87
426,Balakhta,RU,2023-03-14 15:47:23,55.38,91.6,12.69,96,72,1.59
427,Dera Bugti,PK,2023-03-14 15:47:24,29.0307,69.151,78.76,16,100,5.1
428,Kruisfontein,ZA,2023-03-14 15:47:24,-34.0033,24.7314,73.99,76,73,5.39
429,Narsaq,GL,2023-03-14 15:47:24,60.9167,-46.05,28.62,60,27,2.21
430,Soyo,AO,2023-03-14 15:47:25,-6.1349,12.3689,83.03,72,47,8.14
431,Koungou,YT,2023-03-14 15:47:26,-12.7336,45.2042,83.91,74,0,8.05
432,Paso Del Macho,MX,2023-03-14 15:47:26,18.9667,-96.7167,82.18,53,48,2.48
433,Woodward,US,2023-03-14 15:47:27,36.4337,-99.3904,38.43,52,100,16.11
434,Aranos,NA,2023-03-14 15:47:27,-24.1333,19.1167,79.29,35,83,3.87
435,Polignano A Mare,IT,2023-03-14 15:47:27,40.9959,17.2159,62.78,76,100,19.89
436,Tilichiki,RU,2023-03-14 15:47:28,60.4667,166.1,1.56,97,78,6.08
437,Bayangol,RU,2023-03-14 15:47:28,50.6977,103.4656,-1.77,94,91,3.09
438,Umm Lajj,SA,2023-03-14 15:47:29,25.0213,37.2685,78.4,36,5,16.31
439,Aksu,CN,2023-03-14 15:47:30,41.1231,80.2644,52.63,35,4,6.93
440,Lompoc,US,2023-03-14 15:47:30,34.6391,-120.4579,57.52,85,100,24.0
441,Caxito,AO,2023-03-14 15:47:31,-8.5785,13.6643,86.72,57,88,11.14
442,Galveston,US,2023-03-14 15:47:33,29.3669,-94.9669,62.94,60,0,20.71
443,La Ronge,CA,2023-03-14 15:47:34,55.1001,-105.2842,16.05,79,100,12.66
444,Skjervoy,NO,2023-03-14 15:47:34,70.0311,20.9714,24.8,57,100,9.08
445,Bavly,RU,2023-03-14 15:47:35,54.393,53.2602,21.43,93,18,6.69
446,Price,US,2023-03-14 15:47:35,39.5994,-110.8107,37.11,80,100,4.61
447,Luocheng,CN,2023-03-14 15:47:36,29.3848,104.0286,61.97,66,43,2.62
448,Tautira,PF,2023-03-14 15:47:36,-17.7333,-149.15,81.37,69,81,3.65
449,Sur,OM,2023-03-14 15:47:37,22.5667,59.5289,77.0,70,82,0.96
450,Belmonte,BR,2023-03-14 15:47:37,-15.8631,-38.8828,83.12,62,33,8.86
451,Lonevag,NO,2023-03-14 15:47:38,60.5262,5.4937,36.21,81,97,8.48
452,Cotonou,BJ,2023-03-14 15:45:46,6.3654,2.4183,89.58,66,40,14.97
453,Sabang,ID,2023-03-14 15:47:38,5.8933,95.3214,81.3,69,70,12.88
454,Port Hardy,CA,2023-03-14 15:47:39,50.6996,-127.4199,39.2,100,100,3.44
455,Zambrano,CO,2023-03-14 15:47:39,9.7472,-74.8153,88.79,56,89,4.92
456,Port-Gentil,GA,2023-03-14 15:47:40,-0.7193,8.7815,85.96,74,20,13.8
457,Solnechnyy,RU,2023-03-14 15:47:40,50.7214,136.6319,5.36,95,35,5.1
458,Pitimbu,BR,2023-03-14 15:47:40,-7.4706,-34.8086,88.39,63,100,12.41
459,Hovd,MN,2023-03-14 15:47:41,48.0056,91.6419,30.06,44,0,0.92
460,Ormara,PK,2023-03-14 15:47:41,25.2088,64.6357,75.92,79,99,10.56
461,Honningsvag,NO,2023-03-14 15:47:41,70.9821,25.9704,26.35,86,75,12.66
462,Pimentel,PE,2023-03-14 15:47:42,-6.8367,-79.9342,79.09,78,75,8.05
463,Meulaboh,ID,2023-03-14 15:47:42,4.1363,96.1285,79.41,80,100,2.44
464,Ciudad Bolivar,VE,2023-03-14 15:44:57,8.1222,-63.5497,91.65,29,79,12.57
465,Abbeville,FR,2023-03-14 15:42:59,50.1,1.8333,46.26,79,97,9.4
466,Bafra,TR,2023-03-14 15:47:09,41.5678,35.9069,44.13,88,99,7.9
467,Gazojak,TM,2023-03-14 15:47:43,41.1875,61.4036,66.27,29,4,7.0
468,Kualakapuas,ID,2023-03-14 15:47:43,-3.0091,114.3876,72.23,97,99,0.47
469,Chulym,RU,2023-03-14 15:47:43,55.0997,80.9572,10.8,95,5,6.38
470,Lindi,TZ,2023-03-14 15:47:44,-10.0,39.7167,74.73,82,100,3.44
471,Xuddur,SO,2023-03-14 15:47:44,4.1213,43.8894,88.61,36,98,13.78
472,Ust-Maya,RU,2023-03-14 15:47:44,60.4167,134.5333,26.11,73,80,13.78
473,Mwinilunga,ZM,2023-03-14 15:47:45,-11.7358,24.4293,66.52,93,100,2.75
474,Zuenoula,CI,2023-03-14 15:47:45,7.4292,-6.0431,99.27,22,9,9.84
475,Nioro,GM,2023-03-14 15:47:45,13.35,-15.75,103.82,5,0,5.84
476,Balkhash,KZ,2023-03-14 15:47:46,46.844,74.9804,26.02,89,9,8.08
477,Burkburnett,US,2023-03-14 15:47:46,34.0979,-98.5706,44.38,63,75,6.91
478,Syasstroy,RU,2023-03-14 15:47:46,60.1367,32.5691,36.43,99,100,15.5
479,Ubinskoye,RU,2023-03-14 15:44:17,55.3068,79.6802,13.03,92,5,8.03
480,Ylivieska,FI,2023-03-14 15:47:47,64.0833,24.55,29.88,93,99,7.96
481,Opuwo,NA,2023-03-14 15:47:47,-18.0607,13.84,90.0,24,98,1.63
482,Kyra,RU,2023-03-14 15:47:47,49.5776,111.9753,9.16,75,100,13.29
483,Verkhoyansk,RU,2023-03-14 15:47:48,67.5447,133.385,-19.98,100,98,2.39
484,Leh,IN,2023-03-14 15:47:48,34.1667,77.5833,15.64,66,10,3.31
485,Waipawa,NZ,2023-03-14 15:47:48,-41.4122,175.5153,48.31,77,2,3.24
486,Nalut,LY,2023-03-14 15:47:49,30.3333,10.85,77.04,15,5,8.28
487,Agdas,AZ,2023-03-14 15:47:49,40.65,47.4761,60.67,58,91,12.82
488,Mount Gambier,AU,2023-03-14 15:47:49,-37.8333,140.7667,53.94,95,62,2.66
489,Karratha,AU,2023-03-14 15:47:49,-20.7377,116.8463,84.42,68,0,8.9
490,Wyndham,US,2023-03-14 15:47:50,37.6985,-77.6125,46.22,42,0,20.71
491,Mumford,GH,2023-03-14 15:47:50,5.2618,-0.759,84.24,72,20,15.46
492,Whitianga,NZ,2023-03-14 15:47:50,-36.8333,175.7,56.26,80,86,3.06
493,Port Blair,IN,2023-03-14 15:47:51,11.6667,92.75,82.44,74,40,2.3
494,Lakes Entrance,AU,2023-03-14 15:47:51,-37.8811,147.981,63.16,72,100,4.76
495,Taoudenni,ML,2023-03-14 15:47:51,22.6783,-3.9836,97.86,6,7,11.48
496,Sucha Beskidzka,PL,2023-03-14 15:44:46,49.7419,19.5943,52.43,97,100,3.91
497,Acari,PE,2023-03-14 15:47:52,-15.4311,-74.6158,82.29,62,94,6.17
498,Pringsewu,ID,2023-03-14 15:47:52,-5.3582,104.9744,74.43,95,100,0.96
499,Nouadhibou,MR,2023-03-14 15:47:52,20.931,-17.0347,78.78,50,1,16.11
500,Pisco,PE,2023-03-14 15:45:27,-13.7,-76.2167,78.85,73,0,5.75
501,Portales,US,2023-03-14 15:47:53,34.1862,-103.3344,41.32,54,0,13.91
502,Vila,PT,2023-03-14 15:47:53,42.0304,-8.1588,52.7,63,82,6.64
503,Dauphin,CA,2023-03-14 15:47:54,51.1494,-100.0502,15.94,73,0,4.61
504,Ko Samui,TH,2023-03-14 15:47:54,9.5357,99.9357,82.31,74,20,12.66
505,San Vicente,AR,2023-03-14 15:47:54,-26.6167,-54.1333,72.57,86,100,3.29
506,Ust-Nera,RU,2023-03-14 15:47:55,64.5667,143.2,4.93,98,100,6.33
507,Cayenne,GF,2023-03-14 15:43:33,4.9333,-52.3333,80.64,78,100,10.36
508,Ola,RU,2023-03-14 15:47:55,59.5833,151.2833,26.15,92,100,8.72
509,Waddan,LY,2023-03-14 15:47:56,29.1614,16.139,72.1,17,0,2.57
510,Araouane,ML,2023-03-14 15:47:56,18.9048,-3.5265,100.8,7,26,8.25
511,Marienburg,PL,2023-03-14 15:47:57,54.0359,19.0266,55.85,78,100,12.62
512,Wanning,CN,2023-03-14 15:47:57,18.8003,110.3967,71.11,80,52,5.37
513,Kisangani,CD,2023-03-14 15:47:57,0.5167,25.2,79.59,71,78,1.25
514,Tariba,VE,2023-03-14 15:47:58,7.8188,-72.2243,73.96,42,82,6.53
515,Mamou,GN,2023-03-14 15:47:58,10.5,-12.0,87.91,32,66,12.17
516,Englewood,US,2023-03-14 15:44:07,39.6478,-104.9878,51.35,36,40,8.05
517,Aripuana,BR,2023-03-14 15:47:58,-9.1667,-60.6333,77.25,88,98,2.84
518,Acapulco,MX,2023-03-14 15:44:43,16.8634,-99.8901,78.62,69,0,5.75
519,Qax,AZ,2023-03-14 15:47:59,41.4225,46.9242,54.59,74,100,5.68
520,Comarapa,BO,2023-03-14 15:47:59,-17.9,-64.4833,70.32,66,96,2.91
521,Hare Bay,CA,2023-03-14 15:47:59,48.8499,-54.0148,35.2,78,73,5.46
522,Novyy Rogachik,RU,2023-03-14 15:48:00,48.6768,44.0608,34.7,46,14,10.42
523,Viedma,AR,2023-03-14 15:48:00,-40.8135,-62.9967,89.13,38,0,21.05
524,Djougou,BJ,2023-03-14 15:48:00,9.7085,1.666,98.89,6,4,5.46
525,Tommot,RU,2023-03-14 15:48:01,58.9564,126.2925,12.42,94,100,10.2
526,Severnoye,RU,2023-03-14 15:48:01,56.3491,78.3619,17.51,85,13,9.89
527,La Libertad,EC,2023-03-14 15:48:01,-2.2333,-80.9,74.86,100,100,10.36
528,Port Said,EG,2023-03-14 15:48:02,31.2565,32.2841,61.99,66,64,20.47
529,Iracoubo,GF,2023-03-14 15:48:03,5.4802,-53.2011,81.05,67,67,10.49
530,Puerto Madryn,AR,2023-03-14 15:48:03,-42.7692,-65.0385,88.7,25,6,22.24
531,Kitimat,CA,2023-03-14 15:48:04,54.0524,-128.6534,29.91,30,100,0.63
532,Garissa,KE,2023-03-14 15:48:04,-0.4536,39.6401,93.96,31,73,4.32
533,Sorland,NO,2023-03-14 15:48:05,67.667,12.6934,31.86,64,40,20.71
534,Muli,MV,2023-03-14 15:48:05,2.9167,73.5667,81.61,77,71,10.89
535,Inhapim,BR,2023-03-14 15:48:06,-19.5492,-42.12,81.19,61,86,4.76
536,Bayir,TR,2023-03-14 15:48:06,37.2687,28.2167,57.72,70,38,2.17
537,Artyom,AZ,2023-03-14 15:48:07,40.4723,50.333,44.74,80,14,24.92
538,Kemijarvi,FI,2023-03-14 15:48:07,66.7131,27.4306,22.64,96,100,8.21
539,Nuevitas,CU,2023-03-14 15:48:08,21.5453,-77.2644,88.38,40,30,1.45
540,Lewiston,US,2023-03-14 15:46:01,44.1003,-70.2148,35.06,93,100,17.27
541,Irbil,IQ,2023-03-14 15:48:09,36.1926,44.0106,69.62,56,2,2.86
542,Rio Grande,BR,2023-03-14 15:44:29,-32.035,-52.0986,91.51,66,6,14.63
543,Lamu,KE,2023-03-14 15:48:09,-2.2717,40.902,82.62,83,79,13.0
544,Paita,PE,2023-03-14 15:48:10,-5.0892,-81.1144,80.87,71,100,6.38
545,Ngunguru,NZ,2023-03-14 15:48:10,-35.6167,174.5,57.72,77,94,5.14
546,Mopipi,BW,2023-03-14 15:48:11,-21.1833,24.8833,84.07,34,38,13.51
547,Bilma,NE,2023-03-14 15:48:11,18.6853,12.9164,90.86,8,24,8.55
548,Krasnoselkup,RU,2023-03-14 15:48:12,65.7,82.4667,28.92,90,100,20.07
549,Sanchazi,CN,2023-03-14 15:48:12,42.0817,126.6003,37.89,85,97,13.15
550,Manta,EC,2023-03-14 15:47:05,-0.95,-80.7333,74.98,100,100,4.61
551,Muros,ES,2023-03-14 15:48:13,42.7762,-9.0603,61.09,75,64,9.6
552,Valparaiso,CL,2023-03-14 15:46:08,-33.0393,-71.6273,70.03,70,20,8.05
553,Nizwa,OM,2023-03-14 15:48:13,22.9333,57.5333,76.23,43,54,4.59
554,Alta Floresta,BR,2023-03-14 15:48:14,-9.8756,-56.0861,76.01,91,100,2.66
555,Angoche,MZ,2023-03-14 15:48:15,-16.2325,39.9086,75.52,85,100,13.18
556,Madimba,TZ,2023-03-14 15:48:15,-10.4,40.3333,85.32,65,20,11.5
557,Jacala,MX,2023-03-14 15:48:16,21.0167,-99.1833,66.67,62,92,3.13
558,Fukue,JP,2023-03-14 15:48:16,32.6881,128.8419,59.05,73,3,17.31
559,Demirci,TR,2023-03-14 15:48:17,39.0461,28.6589,45.66,63,94,2.71
560,Nome,US,2023-03-14 15:48:17,64.5011,-165.4064,5.07,61,20,17.27
